,id
95080,496870
95082,436000
95085,488660
95088,466080
95089,480631
95090,442760
95091,495890
95092,507020
95093,340000
95094,501260
95095,482330
95098,433320
95101,473720
95103,466544
95104,466548
95106,501760
95108,505210
95112,496640
95113,498040
95114,498050
95115,504850
95117,338170
95119,495370
95121,506350
95122,504070
95123,496650
95124,505410
95126,496510
95128,421870
95130,502910
95131,485160
95133,508180
95135,486510
95136,485970
95137,503980
95138,487330
95139,485920
95140,481360
95141,497760
95142,485740
95143,478980
95145,45420
95146,504980
95147,495720
95148,434730
95150,501830
95151,508840
95153,499230
95154,494570
95155,503070
95157,270030
95159,502770
95160,267788
95161,445310
95163,510280
95165,492340
95166,500220
95167,453990
95168,492270
95176,508540
95177,506590
95185,497720
95186,498570
95188,449530
95189,464680
95190,509240
95191,390310
95193,425410
95194,508670
95195,497350
95196,508170
95197,498450
95199,509830
95200,497180
95201,270270
95205,491740
95210,269310
95212,508610
95213,476650
95215,492630
95217,511340
95219,498300
95220,511120
95221,326840
95223,496300
95224,460750
95225,476351
95226,476352
95227,502870
95228,502890
95229,502891
95232,383930
95236,438480
95237,485350
95238,330590
95239,487130
95241,505040
95242,495780
95243,421600
95245,454390
95247,509290
95251,500250
95256,474750
95258,497930
95259,504880
95260,485660
95261,513140
95265,510200
95266,510100
95267,492581
95268,492580
95269,511160
95271,462130
95272,515570
95274,497040
95279,336240
95281,502150
95282,507270
95283,506140
95285,485730
95286,426790
95289,511320
95290,444880
95291,509160
95292,466280
95295,432980
95296,328510
95301,502210
95302,509390
95306,400230
95308,506120
95309,453810
95311,497740
95312,496940
95316,455000
95317,389010
95318,510830
95320,512640
95321,474620
95322,366440
95324,473920
95325,391040
95326,464681
95327,513580
95329,514410
95331,514480
95332,514490
95333,516650
95334,396650
95335,492080
95336,469980
95337,470070
95339,327030
95340,337000
95341,462930
95342,413380
95343,413390
95344,516920
95345,518140
95347,474980
95351,505140
95352,513360
95353,476392
95354,512230
95357,503140
95359,514970
95361,431600
95363,513730
95367,520150
95368,512770
95370,496431
95371,464290
95373,449981
95375,448780
95376,516040
95380,480410
95381,492610
95382,483950
95383,513880
95384,296890
95387,449560
95388,503180
95389,462100
95390,494580
95391,510110
95392,504400
95393,502410
95394,522630
95396,502450
95398,491620
95399,515690
95400,467990
95401,514160
95403,488330
95404,470270
95405,510250
95406,520290
95407,499910
95411,398260
95414,503960
95415,502440
95417,497360
95418,517810
95419,501970
95420,494740
95421,496760
95422,501990
95423,495700
95424,502750
95425,517790
95426,514750
95427,379610
95428,514450
95429,337490
95430,383270
95431,517450
95432,508340
95433,499520
95434,485260
95435,435530
95436,501920
95437,460560
95438,324740
95439,514770
95446,522000
95447,434650
95448,522620
95451,511380
95452,457201
95453,376966
95454,512940
95455,523080
95456,458445
95457,493580
95458,497580
95459,501580
95460,425220
95465,504620
95466,512600
95467,433480
95469,515200
95470,508820
95474,504240
95475,523670
95477,516560
95478,517060
95479,515740
95480,517340
95483,518030
95484,501890
95486,520190
95487,524990
95490,508930
95492,507050
95494,514010
95495,378800
95497,519040
95498,499370
95500,371200
95501,516840
95502,502360
95503,523980
95505,502940
95506,464040
95507,508790
95508,507380
95509,525080
95511,511670
95512,381000
95513,517560
95514,512550
95516,517350
95517,468050
95518,501170
95519,509521
95520,480590
95521,526830
95522,467770
95523,480594
95524,480593
95525,525186
95527,502841
95528,518710
95529,476010
95531,525183
95532,525184
95533,467500
95534,525185
95536,527800
95537,527890
95539,409000
95540,427190
95541,514330
95545,494526
95547,529400
95548,502320
95550,505451
95552,460780
95554,489720
95555,438900
95556,486120
95557,520550
95559,40980
95560,487160
95561,459850
95562,525050
95564,525720
95565,409710
95566,409720
95567,527610
95568,528310
95569,528330
95570,444090
95571,444120
95572,522660
95573,516530
95574,504750
95575,528660
95576,495350
95578,527910
95579,521970
95581,521930
95584,530180
95585,468733
95587,471870
95588,529000
95589,505400
95593,481110
95595,524330
95596,508740
95598,425670
95604,529450
95605,438420
95607,385760
95614,498590
95615,494230
95616,530240
95618,420370
95619,491493
95620,310380
95622,504800
95623,491496
95624,494525
95625,483850
95626,492400
95628,469920
95629,529750
95630,412660
95631,286240
95632,511810
95633,417150
95635,367010
95637,476530
95639,521940
95640,527790
95641,527250
95642,526540
95646,514400
95647,531110
95648,534830
95651,258030
95652,489560
95655,534960
95656,434740
95657,501930
95658,529430
95661,535720
95662,524420
95663,529050
95664,397950
95668,509420
95669,531860
95673,516370
95677,503460
95684,376967
95687,465870
95688,500270
95689,494527
95691,536510
95692,528290
95693,409040
95694,527930
95697,513530
95698,531890
95699,522500
95702,531960
95703,525610
95705,422900
95708,527490
95709,508910
95710,476000
95717,467490
95720,533220
95722,523680
95731,532600
95732,463540
95733,527040
95737,534010
95741,528270
95743,513840
95746,533780
95747,533230
95748,524050
95749,533850
95752,503700
95761,490980
95763,497780
95764,498380
95765,538190
95766,513920
95770,530580
95771,496810
95774,514200
95783,503210
95785,514390
95786,538640
95787,467260
95788,512260
95795,535200
95796,533300
95798,527550
95806,489080
95807,505070
95809,477140
95813,415900
95814,384080
95820,536430
95823,488960
95824,535290
95825,533570
95826,472420
95828,514780
95829,515171
95830,485120
95831,522650
95832,532890
95833,498720
95834,477890
95835,538860
95836,533600
95838,533090
95839,452920
95847,530520
95850,513590
95851,538560
95852,529860
95853,510620
95854,496440
95855,423730
95856,495680
95857,535760
95858,469780
95859,468724
95860,507010
95861,508390
95862,538590
95865,475490
95866,542330
95867,505540
95871,439490
95872,397150
95874,536040
95878,539460
95881,531540
95884,448203
95885,446540
95886,494523
95887,446100
95888,504390
95889,541560
95890,498340
95892,437570
95893,527940
95894,533240
95895,536850
95896,514660
95897,517140
95898,531740
95899,531200
95901,536750
95903,538100
95904,491640
95905,504130
95906,533060
95907,528110
95909,455120
95910,457330
95911,497100
95912,491830
95914,539380
95915,530900
95918,538536
95919,538533
95920,540020
95921,227940
95923,295196
95925,435000
95927,351920
95928,545170
95929,538350
95930,539070
95931,540380
95932,537400
95933,537391
95934,537392
95935,394700
95936,537760
95937,460190
95938,440420
95939,489000
95940,474810
95941,528220
95943,347280
95945,543200
95946,429480
95947,527770
95948,447950
95951,491950
95952,511190
95953,522652
95960,423000
95962,452320
95967,542340
95968,360500
95969,453780
95970,289070
95972,493980
95973,538720
95974,542780
95975,374280
95976,535440
95978,546090
95979,546440
95980,405370
95982,542610
95983,542611
95985,545260
95986,511131
95988,537280
95989,545470
95990,533030
95992,502842
95993,543811
95994,529950
95996,433400
95997,447020
95998,486660
95999,491060
96000,305760
96001,545800
96002,330100
96003,506970
96004,539370
96006,541760
96007,458960
96012,409520
96013,425650
96014,535971
96015,545930
96016,535970
96017,455700
96018,373491
96020,543720
96021,530390
96022,530641
96023,512250
96026,547960
96027,522280
96032,546410
96038,516740
96039,456760
96040,520610
96042,434065
96043,376970
96044,530670
96045,530671
96046,544620
96047,548850
96053,538090
96054,547880
96057,550220
96058,547660
96059,505170
96060,467290
96062,541280
96064,539690
96067,547310
96068,547980
96069,459590
96070,546140
96071,528950
96072,545570
96074,454650
96075,507510
96076,489830
96077,528420
96078,379870
96079,545030
96080,544560
96082,542550
96083,540100
96084,520850
96085,542830
96087,501750
96088,392330
96089,428920
96092,536680
96093,546260
96094,545140
96095,542740
96096,545640
96097,548380
96098,546780
96099,545580
96100,526510
96102,543980
96103,547990
96104,548920
96105,526300
96107,386970
96108,537750
96109,546600
96110,544240
96111,541900
96114,451800
96117,538220
96118,547530
96119,547730
96120,547400
96126,491030
96127,500202
96131,542450
96132,546490
96134,453470
96135,396420
96136,526390
96137,537660
96138,513092
96139,513091
96140,458630
96142,551160
96144,440660
96145,539440
96148,552820
96149,508230
96150,548440
96151,489849
96153,552360
96155,520200
96157,381340
96158,516380
96159,544600
96160,489851
96161,482730
96162,489852
96163,482750
96165,534270
96167,459410
96168,547430
96169,531930
96171,513510
96172,465292
96173,505750
96177,431810
96178,492130
96179,422181
96180,519080
96182,538920
96183,536740
96185,453690
96186,501640
96187,551360
96188,237870
96189,530530
96190,494522
96191,524680
96193,528080
96195,500203
96197,551580
96199,532090
96200,532100
96202,475550
96203,444200
96204,555040
96205,500271
96206,432370
96207,552950
96208,536920
96209,554791
96210,554790
96211,465280
96212,528620
96213,549800
96214,436850
96215,556420
96216,314790
96217,376975
96221,551100
96222,420060
96223,548230
96224,537210
96226,553070
96227,553071
96228,518120
96230,549200
96233,533950
96234,545330
96235,546870
96236,532700
96237,545320
96238,551680
96247,416250
96248,550810
96249,558140
96250,558150
96251,558160
96252,558190
96254,466940
96264,369830
96267,265470
96270,491350
96272,554880
96273,555860
96274,538351
96275,555863
96276,555864
96277,555865
96278,422910
96279,555861
96280,555862
96281,422920
96282,372110
96283,511500
96285,470470
96287,448185
96289,550390
96290,546990
96291,469820
96292,540510
96293,540870
96294,553640
96295,502350
96296,488440
96297,490870
96298,232090
96299,553072
96300,553100
96301,553073
96304,464650
96305,522170
96306,505015
96307,505480
96308,558670
96309,454580
96310,509000
96311,555820
96312,531640
96313,552410
96314,351320
96315,527410
96316,415070
96318,558870
96319,544230
96320,438770
96322,398670
96323,553040
96324,556470
96327,556000
96329,553075
96330,555930
96331,448206
96332,448205
96333,513090
96336,560102
96342,399620
96343,511892
96344,544770
96345,551971
96347,551970
96348,537100
96349,555640
96350,436530
96351,546980
96355,560770
96359,560220
96360,558620
96361,546180
96362,550560
96365,438902
96366,559780
96367,562780
96368,528640
96369,530300
96370,558460
96371,544290
96372,527990
96378,555180
96380,447040
96381,525013
96382,517300
96385,562600
96387,556190
96389,547500
96390,515191
96391,384030
96393,502430
96394,448208
96395,560230
96396,562700
96397,486540
96399,468100
96400,512170
96402,422190
96403,563200
96406,553074
96410,557290
96413,414190
96414,511010
96415,402560
96416,562430
96417,500690
96419,550420
96420,549090
96421,403970
96422,550450
96423,407880
96424,536741
96425,460920
96427,529700
96428,383230
96430,463630
96431,541410
96433,555290
96434,517960
96435,514720
96436,565070
96438,440450
96439,547090
96440,545150
96441,561680
96442,548700
96443,422193
96444,545860
96445,529770
96446,513450
96447,556570
96449,563880
96451,565261
96457,366240
96459,515120
96462,488770
96463,448209
96464,529020
96465,512310
96466,513093
96467,523530
96468,523531
96469,523533
96470,523534
96471,459880
96472,523532
96474,422200
96477,494521
96479,457162
96480,388900
96482,497020
96483,550310
96484,562520
96486,495760
96496,557410
96498,566260
96499,552280
96500,497240
96502,555850
96505,560582
96506,560581
96507,560580
96508,567070
96509,560790
96510,535000
96511,567020
96512,566930
96513,492690
96514,566940
96515,563760
96516,560200
96517,565323
96518,567280
96519,565324
96523,565322
96524,534320
96525,569410
96526,565040
96527,412290
96529,350600
96530,567980
96531,567860
96532,563320
96533,542940
96534,536890
96535,559990
96536,555080
96541,561000
96542,464320
96545,463791
96546,545490
96549,523190
96550,536573
96554,530760
96555,559640
96556,251450
96557,563490
96559,538990
96560,571190
96561,551840
96564,570490
96566,557790
96567,571010
96569,531680
96577,563340
96578,559950
96579,567000
96581,569010
96583,485630
96587,529160
96588,530040
96590,539700
96592,535240
96593,567290
96594,571020
96595,570920
96596,531600
96597,558480
96598,571300
96600,567210
96602,538700
96604,570890
96605,500340
96607,502530
96619,544840
96621,508400
96629,570500
96631,557420
96632,536574
96633,414140
96634,536549
96635,536572
96636,536575
96638,542350
96640,567800
96642,558100
96644,567040
96645,546200
96646,571250
96649,571750
96657,573180
96658,562670
96659,571960
96660,564010
96665,528730
96666,543430
96671,529900
96672,571870
96673,574580
96674,568090
96675,572040
96676,544180
96677,567580
96681,575030
96682,395550
96683,555320
96684,543320
96686,574910
96687,555210
96689,560710
96692,538390
96693,550400
96696,552030
96701,568130
96704,431340
96705,575400
96706,575470
96707,574770
96708,555670
96710,576600
96713,544970
96716,565650
96717,497560
96720,568830
96721,575130
96723,524940
96724,566990
96725,574972
96727,575650
96729,569760
96730,563410
96733,545700
96735,511920
96737,534980
96739,559960
96740,559870
96741,577402
96742,577403
96743,577405
96745,538070
96746,502540
96747,493710
96748,559310
96749,574020
96750,572220
96751,569150
96753,578670
96755,444170
96756,444610
96757,444611
96758,347290
96759,576930
96761,512490
96762,314590
96768,574170
96772,581080
96774,496434
96775,496435
96777,498500
96779,575870
96780,575000
96782,581720
96783,569900
96786,576480
96787,411120
96788,364740
96792,576010
96793,552880
96794,563790
96795,575800
96796,391300
96797,575880
96798,545130
96799,449460
96801,573790
96802,490370
96804,404070
96805,539450
96807,464880
96808,558340
96810,513310
96811,550580
96813,576700
96814,461370
96815,533630
96818,535350
96819,530080
96820,554690
96822,575700
96823,575690
96828,582280
96829,557830
96830,512150
96831,458170
96833,579230
96834,552370
96835,418370
96839,549190
96840,438950
96843,553030
96847,554000
96848,555450
96849,525000
96856,508520
96857,578070
96858,427780
96860,575920
96861,573050
96865,563890
96867,430410
96868,557720
96869,462200
96870,560510
96871,439830
96872,514080
96873,547680
96874,571080
96876,525430
96877,565210
96878,528057
96880,445430
96881,465040
96885,469050
96886,575460
96887,584620
96888,512311
96889,512312
96890,553740
96892,505060
96893,555531
96894,514340
96898,551150
96899,539650
96902,581760
96903,575760
96904,545840
96906,514810
96907,586310
96908,524240
96909,586350
96911,504660
96912,528430
96915,586490
96916,566750
96917,533310
96918,543930
96919,326035
96920,513105
96921,513480
96922,528058
96927,588660
96929,530370
96930,572300
96931,505340
96932,568190
96934,376965
96937,526920
96945,585790
96946,587882
96948,587880
96949,587891
96950,587890
96951,587840
96952,559930
96953,495160
96954,567780
96956,572700
96957,583660
96960,486020
96961,587330
96962,564150
96963,589651
96964,589650
96966,577450
96967,437250
96969,586690
96973,536930
96975,578440
96977,583190
96978,587800
96982,323410
96983,556230
96984,527270
96987,565230
96989,528052
96990,528055
96993,586520
96995,581010
96996,376972
96998,552690
97000,584800
97001,575990
97005,577560
97006,591880
97009,244030
97010,556219
97012,591730
97013,588600
97014,558243
97015,582530
97016,513106
97018,513107
97019,588180
97020,572180
97021,587290
97022,556220
97023,590450
97024,586720
97026,575910
97028,588420
97029,575780
97035,410840
97036,564680
97038,576260
97039,563810
97040,587413
97041,591800
97042,304390
97045,577160
97047,580880
97048,558320
97049,528180
97051,450170
97052,412760
97053,591490
97054,445720
97056,591492
97059,567240
97060,555120
97061,524580
97062,524592
97063,524596
97064,524595
97065,524594
97066,524593
97067,524591
97068,587810
97070,524590
97073,591010
97074,435400
97077,593430
97078,513103
97080,513101
97081,513100
97082,564040
97083,573870
97084,561450
97085,464950
97086,582620
97089,586240
97090,583140
97091,518790
97092,570090
97093,552940
97094,488120
97097,448199
97098,448192
97099,590280
97100,540250
97101,520642
97102,592340
97103,520640
97104,520643
97105,520644
97106,561813
97107,592130
97108,571740
97109,587500
97110,545660
97112,455690
97114,576420
97122,533580
97124,485980
97125,591420
97126,359420
97127,589640
97128,585550
97130,463480
97131,596960
97132,546400
97133,361840
97134,566140
97135,463880
97136,314610
97137,529930
97138,591493
97139,591491
97140,529720
97141,593290
97142,586170
97143,574673
97144,574672
97145,587080
97146,549390
97148,457194
97149,457191
97150,428980
97156,502280
97157,481510
97158,523610
97159,565250
97160,528056
97161,342640
97162,582960
97163,569710
97164,591470
97165,596110
97175,521700
97177,521710
97178,521680
97179,569711
97180,569712
97181,569713
97182,569714
97183,569715
97191,586980
97195,506870
97196,583730
97197,556218
97198,396280
97201,583110
97202,585180
97204,359840
97205,595320
97206,372330
97208,466560
97209,591580
97210,600070
97211,557760
97212,503430
97213,319730
97216,596870
97218,332650
97219,530150
97220,530152
97221,530151
97222,573040
97223,578680
97224,465200
97225,592550
97226,591720
97227,420290
97228,415090
97229,588670
97231,562160
97232,460140
97234,367520
97237,494320
97239,506900
97242,598710
97243,592260
97245,600310
97246,601690
97248,599050
97250,551450
97251,581000
97252,583030
97253,596230
97254,596231
97255,569716
97256,527230
97257,569717
97260,590520
97261,584260
97262,595130
97263,500237
97264,556225
97265,590470
97266,508401
97267,590490
97268,590480
97270,597210
97271,596190
97272,570210
97273,595340
97274,552000
97280,390030
97284,586070
97285,567320
97287,576310
97288,525150
97290,556217
97291,530010
97293,500211
97294,601180
97299,391140
97300,596270
97303,398140
97304,596650
97305,584220
97306,512020
97309,545200
97310,566320
97311,596400
97312,494720
97313,575830
97314,592750
97315,577460
97317,432420
97319,595550
97320,466240
97321,602441
97322,602440
97323,587490
97324,591620
97325,571350
97326,517110
97327,596630
97328,593560
97330,597240
97331,592570
97332,503240
97333,595150
97334,554670
97336,597280
97338,604060
97340,357190
97341,466860
97343,598330
97344,460930
97345,602200
97346,573830
97347,592740
97348,506090
97350,604930
97351,602210
97352,499410
97353,602740
97354,594720
97356,569800
97359,415880
97360,601640
97363,548650
97365,443880
97366,527290
97374,332310
97379,598050
97382,585410
97383,603750
97384,585620
97385,585610
97386,585600
97387,597640
97389,328070
97390,471400
97391,591040
97392,603800
97393,540160
97394,450950
97395,389220
97396,603880
97397,605910
97400,602990
97401,606050
97402,589760
97404,493480
97405,604091
97407,429270
97408,599670
97409,597690
97410,586670
97411,594420
97413,447210
97418,523230
97419,503650
97420,604980
97421,540590
97422,471810
97424,603290
97425,602830
97427,601390
97428,603370
97429,500100
97431,550200
97433,583240
97434,592700
97435,543460
97438,601500
97441,578240
97442,567810
97449,368000
97450,564750
97451,584860
97453,536560
97456,550870
97460,530070
97461,598350
97462,598230
97465,585290
97466,586480
97467,591495
97468,404200
97469,591494
97472,459640
97473,607340
97474,578590
97475,607840
97476,471220
97477,470020
97481,601010
97483,599750
97488,583000
97490,573548
97491,573541
97492,573542
97493,573544
97494,573545
97495,573543
97496,591496
97497,607830
97498,508410
97499,549220
97500,551730
97501,602720
97502,467810
97504,569683
97505,569682
97507,569680
97509,611740
97510,611530
97511,564470
97512,591560
97513,496620
97514,590600
97515,491280
97516,582100
97518,525971
97520,487040
97521,595930
97522,543180
97524,596822
97526,596821
97527,596820
97528,596823
97529,599800
97530,542480
97532,556500
97533,609340
97534,529870
97535,541450
97537,611980
97538,584191
97539,552970
97540,512035
97541,584190
97548,383980
97549,508530
97561,296300
97562,593880
97563,607490
97565,615420
97568,493820
97572,595360
97574,285380
97575,407110
97576,605160
97577,569860
97578,577280
97583,591640
97584,575720
97585,269950
97586,582571
97587,582573
97588,582572
97589,582575
97590,582570
97591,582574
97593,598340
97594,550381
97597,593270
97598,531780
97599,600210
97600,612650
97601,544310
97603,594310
97604,594300
97605,602390
97606,576130
97607,618030
97610,578870
97611,618180
97612,601590
97613,611210
97614,577730
97615,542160
97616,572730
97617,618480
97618,610270
97620,616180
97621,616160
97624,616210
97625,567200
97627,616600
97628,610910
97629,611942
97630,611941
97631,435020
97632,611940
97633,611924
97634,611922
97635,611925
97636,611923
97638,457192
97640,578330
97644,585090
97646,592660
97650,562420
97652,597920
97653,618540
97654,542590
97657,590270
97658,612070
97659,587440
97661,602800
97662,536541
97663,602810
97665,376955
97666,376954
97667,476030
97668,553280
97669,610010
97670,612310
97671,617710
97672,552900
97674,448320
97676,599040
97677,620630
97678,596710
97680,604950
97682,473530
97684,561730
97685,589060
97687,381250
97688,619330
97691,546810
97693,620000
97694,619140
97695,574740
97696,610550
97698,619400
97699,603120
97700,564280
97701,582577
97702,605250
97704,622150
97708,600660
97709,457760
97710,585190
97712,595480
97713,617610
97714,619510
97715,600320
97716,508940
97717,601810
97718,586160
97719,582830
97720,619630
97721,569689
97723,569690
97724,552590
97725,612380
97726,460790
97729,360830
97730,564251
97731,564250
97736,499890
97737,473610
97742,548840
97743,619930
97744,587400
97745,606300
97746,256460
97752,596810
97753,622580
97754,534930
97755,592060
97758,500218
97759,602814
97760,500247
97761,500238
97762,597720
97763,582576
97764,542220
97765,609940
97766,622200
97768,555830
97775,612150
97776,500240
97777,500216
97778,414530
97779,546372
97780,546371
97781,546370
97782,546373
97783,602750
97784,546374
97785,617001
97786,616840
97787,616960
97788,616980
97789,617000
97790,616990
97791,554810
97792,612890
97793,619280
97794,489140
97796,620470
97797,615260
97799,582540
97801,579270
97803,499560
97805,615150
97807,585360
97808,566190
97811,587310
97812,600500
97813,618661
97814,618662
97815,618663
97816,618664
97817,527380
97818,564210
97819,622550
97820,603250
97822,580950
97823,616240
97825,586750
97826,545980
97827,569692
97828,607670
97830,568840
97834,579950
97835,228360
97837,572050
97839,585240
97840,569220
97841,559680
97842,570580
97843,570680
97846,532170
97847,592780
97849,592830
97850,582578
97851,410900
97852,612430
97853,624840
97854,556223
97856,558110
97857,614880
97861,584880
97862,598940
97863,607200
97864,263720
97865,533480
97867,556850
97868,563560
97869,459220
97872,607040
97873,619940
97875,623270
97876,620710
97877,623460
97878,534560
97881,615610
97882,464530
97884,587970
97885,628750
97902,497570
97903,564830
97904,592420
97906,508402
97907,615670
97908,624550
97909,604190
97910,389230
97912,574050
97914,552920
97916,564950
97921,606950
97922,415590
97925,436070
97951,398916
97955,446030
97958,629930
97959,418060
97960,586770
97961,480770
97963,567030
97966,618840
97968,616000
97969,336300
97970,618950
97971,428200
97973,424840
97975,601710
97977,628610
97979,369700
97981,592300
97984,562290
97985,631320
97987,630780
97994,629110
97995,457890
97997,580150
97998,581380
97999,615770
98001,628420
98002,608830
98003,604200
98004,607230
98005,509610
98008,614770
98009,632320
98010,630480
98011,632310
98012,632370
98013,632340
98014,614810
98015,631250
98016,456410
98017,592840
98018,614004
98019,500241
98020,562375
98021,556210
98022,500235
98024,427570
98025,602816
98026,534680
98027,597040
98030,527070
98033,448201
98034,623860
98035,448202
98036,530020
98037,625990
98040,420180
98041,508330
98042,614910
98043,619350
98044,627470
98045,627500
98046,563860
98047,605550
98050,525700
98056,591930
98057,509620
98060,613870
98061,550740
98062,505080
98063,634700
98064,613860
98065,636080
98066,625920
98067,622870
98068,385120
98069,591030
98070,562379
98071,617270
98072,588650
98073,572910
98074,559210
98075,631240
98076,558832
98077,594462
98078,558834
98079,594470
98080,594452
98081,594480
98082,594431
98083,618120
98084,603150
98085,615340
98087,563360
98088,551050
98089,632120
98091,602817
98092,531131
98094,527320
98095,627620
98097,348160
98098,530560
98099,625330
98100,625950
98101,602812
98103,411892
98105,635750
98106,593340
98107,635520
98108,438450
98109,593680
98111,638550
98116,610740
98117,512920
98123,634170
98124,291690
98125,371520
98126,553950
98127,548350
98128,636310
98131,623810
98132,623310
98133,567220
98134,590910
98135,592850
98136,612740
98138,614582
98140,614130
98141,529660
98142,587200
98143,610460
98145,457140
98147,374040
98148,617110
98149,617120
98150,617140
98151,561150
98152,392110
98153,514580
98155,622890
98156,592730
98158,567170
98159,581710
98160,625010
98162,625630
98166,629360
98167,639080
98168,545540
98171,452540
98173,375580
98174,636880
98175,636150
98178,434160
98180,602260
98183,631270
98184,507120
98189,639532
98190,639530
98191,639531
98193,631280
98194,623900
98195,530860
98196,609820
98197,494529
98198,602818
98199,626580
98202,622810
98203,596080
98204,493180
98205,318970
98206,600720
98207,419480
98208,593273
98209,639570
98210,609880
98212,632820
98213,582660
98214,595750
98216,624370
98217,624371
98218,638240
98219,562310
98228,640380
98231,425260
98232,632000
98233,642160
98234,635540
98236,623550
98237,638460
98238,638250
98239,638810
98241,635000
98244,502740
98245,602080
98246,624070
98250,582880
98252,637850
98254,635590
98256,604740
98257,618640
98259,561600
98261,612020
98263,614140
98264,627420
98270,490080
98272,646490
98273,418460
98274,629750
98275,592200
98276,366910
98281,646280
98283,645170
98284,643420
98285,389670
98286,597200
98287,589470
98292,536950
98293,603030
98294,597230
98295,630850
98300,640670
98301,389730
98302,580020
98308,635762
98309,617690
98310,618370
98311,551630
98312,638290
98313,635850
98316,646550
98317,646560
98319,606680
98320,235380
98321,636030
98323,639450
98325,400570
98328,589270
98329,459610
98330,580940
98331,446760
98332,595751
98333,595752
98334,595754
98335,595753
98336,603960
98337,585860
98339,570790
98341,647860
98342,388550
98344,458540
98345,637920
98346,637930
98347,637940
98348,448194
98350,647850
98352,636520
98353,513118
98356,631530
98357,523870
98359,615350
98361,630170
98363,595660
98364,401250
98365,543070
98366,530820
98368,588880
98369,601920
98370,374940
98371,486990
98372,598700
98374,359340
98376,522130
98377,364050
98378,623840
98391,629210
98395,647900
98396,423490
98397,557003
98399,611960
98401,592270
98402,652160
98404,647000
98405,629650
98406,355370
98408,561610
98410,651520
98411,606480
98412,580720
98415,627670
98416,618690
98417,636530
98418,571260
98419,376971
98420,525920
98421,590390
98422,650900
98423,513116
98424,609829
98426,581450
98427,650990
98428,653000
98429,647410
98431,624050
98432,492100
98433,625160
98434,539595
98436,652200
98437,613410
98438,615981
98439,630380
98440,582980
98443,516510
98444,643730
98445,654440
98446,643731
98447,645940
98449,653940
98451,655020
98452,636910
98454,628560
98455,577180
98456,592812
98457,623619
98459,613010
98460,592811
98461,655650
98464,580100
98465,645440
98466,645410
98467,591501
98468,650730
98469,649410
98470,573510
98471,573512
98472,573513
98473,573511
98474,655420
98476,648120
98480,339720
98481,404540
98482,236110
98486,651131
98487,651132
98488,651140
98494,642590
98495,299950
98496,604170
98497,630050
98498,623110
98502,661430
98503,654640
98504,660040
98505,653722
98506,653723
98507,653726
98508,653860
98509,653727
98510,653891
98511,653892
98512,653720
98513,653721
98514,653724
98515,653728
98516,653890
98517,653725
98518,652510
98519,653861
98521,406760
98522,613400
98523,553270
98524,604010
98525,645760
98526,652050
98539,614550
98548,581740
98550,644530
98554,465710
98555,523660
98556,644610
98557,662863
98558,662860
98559,662862
98560,662861
98561,662864
98562,662865
98563,662866
98564,619810
98565,649000
98566,332540
98567,404284
98568,652090
98569,636630
98570,456090
98571,611770
98572,635060
98576,661950
98577,643570
98587,588620
98588,652570
98589,659910
98590,645450
98592,360400
98593,654520
98594,658450
98595,650110
98596,508403
98598,579940
98601,554510
98602,613630
98603,578580
98610,654710
98611,644150
98612,636390
98613,659540
98615,655440
98621,652560
98622,664080
98623,663230
98624,605560
98625,656200
98626,535850
98628,640970
98629,428610
98630,663430
98631,556480
98634,666960
98635,664030
98636,658384
98637,658380
98638,658381
98639,613430
98640,615020
98641,438951
98642,619380
98644,663420
98646,623160
98648,636050
98649,622040
98652,646960
98655,612200
98656,569350
98657,623616
98658,651400
98659,652530
98661,655250
98663,649550
98665,641870
98666,569290
98667,656620
98669,652610
98670,641860
98671,469720
98672,665650
98673,665580
98674,650770
98676,666010
98677,397760
98678,645470
98680,562384
98682,654020
98683,661730
98684,673340
98685,648880
98689,613270
98691,591506
98695,671230
98696,654920
98697,514540
98698,644680
98701,662400
98703,655460
98704,655310
98705,655300
98706,659350
98707,658770
98708,658800
98709,591502
98710,654950
98711,651170
98712,628400
98714,664660
98715,635761
98716,668560
98718,337290
98719,661460
98720,463950
98723,411480
98725,647930
98726,666200
98727,632160
98728,505640
98729,652490
98733,510360
98734,664420
98735,662730
98736,669760
98737,629440
98740,675400
98741,388370
98744,666060
98745,649330
98747,636470
98749,648260
98750,647371
98751,661480
98752,674310
98753,628660
98754,656310
98755,645260
98756,659950
98757,562372
98758,500248
98759,667300
98760,647430
98761,654900
98762,477030
98763,655130
98765,466810
98768,654910
98769,663240
98771,668710
98772,655470
98773,581750
98774,654990
98775,668714
98777,585920
98778,662210
98779,489570
98780,663390
98781,630160
98782,535690
98783,657260
98784,602510
98785,647940
98786,303610
98787,654970
98788,673570
98790,502520
98791,522210
98792,641980
98794,664350
98795,666310
98796,643270
98797,667920
98798,656560
98799,660320
98800,659940
98801,659260
98802,660970
98803,661000
98804,663730
98806,658430
98807,656360
98808,458660
98809,635070
98810,659090
98811,679950
98812,659890
98813,671950
98814,657590
98815,580200
98816,664050
98817,667820
98819,654010
98820,667750
98821,652550
98829,454750
98832,657120
98835,660330
98836,659170
98837,597190
98838,657200
98840,526450
98841,657770
98842,657740
98843,628770
98844,672220
98845,665630
98846,670440
98847,649820
98848,619910
98850,659820
98852,637060
98854,553660
98855,647840
98856,666260
98857,654880
